MC,Reactants,Reagents,Products,uspto_split
DCC_condensation,O=C(O)c1cc(-c2ccc(F)cc2)on1.CC(C)CC1NCC(C2CC2)NC1=O,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)CC1C(=O)NC(C2CC2)CN1C(=O)c1cc(-c2ccc(F)cc2)on1,train
DCC_condensation,CC(C)n1nc(-c2cc(C(=O)O)cnc2-c2ccccc2)ccc1=O.CO,C(=NC1CCCCC1)=NC1CCCCC1,COC(=O)c1cnc(-c2ccccc2)c(-c2ccc(=O)n(C(C)C)n2)c1,train
SN2,CC(C)(C)OC(=O)N1CCNCC1.BrCc1ccc(Br)cc1,,CC(C)(C)OC(=O)N1CCN(Cc2ccc(Br)cc2)CC1,train
DCC_condensation,COCCOc1ccc(N(Cc2cnccc2C)C2CCN(C(C)CCN)CC2)cc1.Cc1ccnc(Cl)c1C(=O)O,C(=NC1CCCCC1)=NC1CCCCC1,COCCOc1ccc(N(Cc2cnccc2C)C2CCN(C(C)CCNC(=O)c3c(C)ccnc3Cl)CC2)cc1,train
aldol_condensation,O=Cc1ccc2c(c1)c(Cl)nn2Cc1ccc(C(F)(F)F)cc1C(F)(F)F.CC(C)(C)OC(=O)N1CCN(C2=NC(=O)CS2)CC1CO,[OH-],CC(C)(C)OC(=O)N1CCN(C2=NC(=O)C(=Cc3ccc4c(c3)c(Cl)nn4Cc3ccc(C(F)(F)F)cc3C(F)(F)F)S2)CC1CO,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1nsnc1-c1c(Cl)cccc1Cl.CC(=O)Cl,,CC(=O)Nc1nsnc1-c1c(Cl)cccc1Cl,train
SN2,O=c1ccc2ccc(Br)cc2[nH]1.CI,,Cn1c(=O)ccc2ccc(Br)cc21,train
reductive_amination,CC1CNCC1c1nc2c(cnn2C(C)C)c(=O)[nH]1.O=Cc1ccnc2nccnc12,[H+].[BH3-]C#N.[Na+],CC1CN(Cc2ccnc3nccnc23)CC1c1nc2c(cnn2C(C)C)c(=O)[nH]1,train
DCC_condensation,Cc1c2n(c3ccccc13)CCCC2NC(C)C.O=CO,C(=NC1CCCCC1)=NC1CCCCC1,Cc1c2n(c3ccccc13)CCCC2N(C=O)C(C)C,train
DCC_condensation,Nc1ccn(Cc2ccc(Cl)cc2C(F)(F)F)n1.O=C(O)c1ccncc1F,C(=NC1CCCCC1)=NC1CCCCC1,O=C(Nc1ccn(Cc2ccc(Cl)cc2C(F)(F)F)n1)c1ccncc1F,train
DCC_condensation,O=C(O)Cc1ccc(-n2cnc3cccnc32)cc1Cl.CN(C)CCCN(C)c1ccc(N)cc1C(F)(F)F,C(=NC1CCCCC1)=NC1CCCCC1,CN(C)CCCN(C)c1ccc(NC(=O)Cc2ccc(-n3cnc4cccnc43)cc2Cl)cc1C(F)(F)F,train
DCC_condensation,CC(C)(C)c1ccccc1N1CCNCC1.O=C(O)C1CCCO1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)c1ccccc1N1CCN(C(=O)C2CCCO2)CC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCCCCCCc1ccc(CNc2ccc(O)c(C(=O)OC)c2)cc1.O=C(Cl)c1ccncc1,,CCCCCCCc1ccc(CN(C(=O)c2ccncc2)c2ccc(O)c(C(=O)OC)c2)cc1,train
SN2,CC(Cl)C#N.c1nc[nH]n1,,CC(C#N)n1cncn1,train
SN2,CC(C)(C)c1ccc(OCC2CNCCC2c2ccc(F)cc2)cc1.CCCBr,,CCCN1CCC(c2ccc(F)cc2)C(COc2ccc(C(C)(C)C)cc2)C1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOc1ccc2c(C#N)c(-c3ccc(N)cc3)n(C3CCC3)c2c1.O=C(OC(=O)C(F)(F)F)C(F)(F)F,,CCOc1ccc2c(C#N)c(-c3ccc(NC(=O)C(F)(F)F)cc3)n(C3CCC3)c2c1,train
DCC_condensation,C[Si](C)(C)CCOCn1cc(C(=O)O)c2nc(Br)c(Cl)nc21.CC(C)(C)N,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)NC(=O)c1cn(COCC[Si](C)(C)C)c2nc(Cl)c(Br)nc12,train
DCC_condensation,CCOc1cc2[nH]ncc2cc1Nc1ncnc2sc3c(c12)CCC(C(=O)O)C3.CNCCOC,C(=NC1CCCCC1)=NC1CCCCC1,CCOc1cc2[nH]ncc2cc1Nc1ncnc2sc3c(c12)CCC(C(=O)N(C)CCOC)C3,train
DCC_condensation,O=C(O)c1nc(C2CCCCC2)oc1C(F)(F)F.COCCN(C)c1ccc(N)cn1,C(=NC1CCCCC1)=NC1CCCCC1,COCCN(C)c1ccc(NC(=O)c2nc(C3CCCCC3)oc2C(F)(F)F)cn1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1n[nH]c2c(F)c(F)ccc12.CCCC(=O)Cl,,CCCC(=O)Nc1n[nH]c2c(F)c(F)ccc12,train
reductive_amination,COc1cc(N)ccc1-c1cnco1.O=Cc1cc2ccccc2s1,[H+].[BH3-]C#N.[Na+],COc1cc(NCc2cc3ccccc3s2)ccc1-c1cnco1,train
SNAr(para),O=[N+](O)c1ccc(Cl)nc1.NC1CCC(N)CC1,,NC1CCC(Nc2ccc([N+](=O)O)cn2)CC1,train
Boc_deprotection,COC(=O)c1ccc(-c2ccc(NC(=O)OC(C)(C)C)cc2)o1,[H+],COC(=O)c1ccc(-c2ccc(N)cc2)o1,train
SN2,COc1cc(N2CCN(C(=O)Cn3nc(-c4ncc[nH]4)c4cccnc43)CC2)ccc1Cl.CI,,COc1cc(N2CCN(C(=O)Cn3nc(-c4nccn4C)c4cccnc43)CC2)ccc1Cl,train
SN2_alcohol(thiol),O=[N+](O)c1cc(O)ccc1Cl.Cc1ccccc1CBr,[H-].[Na+],Cc1ccccc1COc1ccc(Cl)c([N+](=O)O)c1,train
DCC_condensation,CCn1ncc2c(C(=O)O)cc(C3CC3)nc21.Cc1cc(C)c(CN)c(=O)[nH]1,C(=NC1CCCCC1)=NC1CCCCC1,CCn1ncc2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(C3CC3)nc21,train
O_demethylation,COc1cc2cc(C(C)C)sc2c(Cl)c1Cl,BrB(Br)Br.O,CC(C)c1cc2cc(O)c(Cl)c(Cl)c2s1,train
DCC_condensation,CC(C)(C)OC(=O)NC1=NC(C)(c2cc(N)ccc2F)Cn2c1nc(Cl)c2C#N.O=C(O)c1ccn(C(F)F)n1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)OC(=O)NC1=NC(C)(c2cc(NC(=O)c3ccn(C(F)F)n3)ccc2F)Cn2c1nc(Cl)c2C#N,train
SN2,CC(C)(C)[Si](C)(C)OCC(=O)COc1cc(Cl)c(-c2noc(-c3cn4cc(C(F)(F)F)cc(Cl)c4n3)n2)cc1Cl,[F-],O=C(CO)COc1cc(Cl)c(-c2noc(-c3cn4cc(C(F)(F)F)cc(Cl)c4n3)n2)cc1Cl,train
DCC_condensation,CCOC(OCC)C(C)N(Cc1cccc2cccnc12)C(=O)C(N)Cc1ccc(OC(C)(C)C)cc1.C=CCN(CC(=O)O)NC(=O)NC(C)c1ccccc1,C(=NC1CCCCC1)=NC1CCCCC1,C=CCN(CC(=O)NC(Cc1ccc(OC(C)(C)C)cc1)C(=O)N(Cc1cccc2cccnc12)C(C)C(OCC)OCC)NC(=O)NC(C)c1ccccc1,train
SNAr(ortho),COC(=O)c1cnc(Cl)c([N+](=O)O)c1.NN,,COC(=O)c1cnc(NN)c([N+](=O)O)c1,train
nucleophilic_attack_to_iso(thio)cyanate,Nc1cccc(OCCCN2CCOCC2)c1.O=C=Nc1ccc(C(F)(F)F)cc1,,O=C(Nc1ccc(C(F)(F)F)cc1)Nc1cccc(OCCCN2CCOCC2)c1,train
DCC_condensation,O=C(O)c1cccnc1Cl.CC(C)N1CCNCC1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)N1CCN(C(=O)c2cccnc2Cl)CC1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Nc1cccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)n1.CS(=O)(=O)Cl,,CS(=O)(=O)Nc1cccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)n1,train
DCC_condensation,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)O)CC2)nc1CN1CCCCC1=O.CC1CCC(CS(N)(=O)=O)CC1,C(=NC1CCCCC1)=NC1CCCCC1,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)CC3CCC(C)CC3)CC2)nc1CN1CCCCC1=O,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCCCN(CCCC)CCCOc1ccc(C(=O)Cl)cc1.CNOC,,CCCCN(CCCC)CCCOc1ccc(C(=O)N(C)OC)cc1,train
SN2,CS(=O)(=O)OCCCOc1cccc(-c2cc(C(=O)N3CNC(=O)C3)nn2-c2cccc(Cl)c2)c1.CCN,,CCNCCCOc1cccc(-c2cc(C(=O)N3CNC(=O)C3)nn2-c2cccc(Cl)c2)c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCCCCCCCCCCCCCCCOCC(CN)OC.O=S(=O)(Cl)CCCCl,,CCCCCCCCCCCCCCCCOCC(CNS(=O)(=O)CCCCl)OC,train
DCC_condensation,CC(N)c1cccc(OC(F)(F)F)c1.O=C(O)C=Cc1ccccn1,C(=NC1CCCCC1)=NC1CCCCC1,CC(NC(=O)C=Cc1ccccn1)c1cccc(OC(F)(F)F)c1,train
DCC_condensation,CCC(CC)(NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)C(=O)O.FC1(F)CNC1,C(=NC1CCCCC1)=NC1CCCCC1,CCC(CC)(NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)C(=O)N1CC(F)(F)C1,train
Boc_deprotection,CC(C)(C)OC(=O)NC1CCCN(c2c(C(F)(F)F)cnc3[nH]cc(NC(=O)c4cnn(Cc5ccc(F)cc5)c4)c23)C1,[H+],NC1CCCN(c2c(C(F)(F)F)cnc3[nH]cc(NC(=O)c4cnn(Cc5ccc(F)cc5)c4)c23)C1,train
reductive_amination,Oc1cccc(N2CCNCC2)c1.CC(C)=O,[H+].[BH3-]C#N.[Na+],CC(C)N1CCN(c2cccc(O)c2)CC1,train
reductive_amination,COc1cccc(C=O)c1OCc1ccccc1.CCCCCCCN,[H+].[BH3-]C#N.[Na+],CCCCCCCNCc1cccc(OC)c1OCc1ccccc1,train
SN2_alcohol(thiol),ClCc1ccc2ccccc2n1.OCCc1ccc(O)cc1,[H-].[Na+],OCCc1ccc(OCc2ccc3ccccc3n2)cc1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=S(=O)(Cl)c1ccc(Cl)s1.NCC(=O)c1ccccc1,,O=C(CNS(=O)(=O)c1ccc(Cl)s1)c1ccccc1,train
Boc_deprotection,Cc1nc(-c2ccccc2)oc1-c1cc(CNC(=O)OC(C)(C)C)[nH]n1,[H+],Cc1nc(-c2ccccc2)oc1-c1cc(CN)[nH]n1,train
SN2,COc1ccc(CBr)cc1[N+](=O)O.CN,,CNCc1ccc(OC)c([N+](=O)O)c1,train
SN2_alcohol(thiol),O=C(c1ccccc1)c1ccc(CBr)cc1.CCN(CCO)c1ccccc1,[H-].[Na+],CCN(CCOCc1ccc(C(=O)c2ccccc2)cc1)c1ccccc1,train
SN2_alcohol(thiol),COCc1nc(-c2ccc(C(F)(F)F)cc2)nc(C2CC2)c1CCl.CCOC(=O)C(C)(C)Oc1ccc(O)cc1,[H-].[Na+],CCOC(=O)C(C)(C)Oc1ccc(OCc2c(COC)nc(-c3ccc(C(F)(F)F)cc3)nc2C2CC2)cc1,train
alcohol_attack_to_carbonyl_or_sulfonyl,CCOc1ccc(CC(C(=O)OC)C(=O)OC)cc1CO.O=C=Nc1ccc(Cl)cc1Cl,[H-].[Na+].O,CCOc1ccc(CC(C(=O)OC)C(=O)OC)cc1COC(=O)Nc1ccc(Cl)cc1Cl,train
SNAr(ortho),O=C(O)c1c(F)ccc([N+](=O)O)c1F.Nc1ccc2[nH]ncc2c1,,O=C(O)c1c(F)ccc([N+](=O)O)c1Nc1ccc2[nH]ncc2c1,train
SN1,CCOC(=O)c1cccc(O)c1.BrC1CCCC1,,CCOC(=O)c1cccc(OC2CCCC2)c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Cc1cc(C)c(S(=O)(=O)Cl)c(C)c1.COc1ccc(N)c(OC)n1,,COc1ccc(NS(=O)(=O)c2c(C)cc(C)cc2C)c(OC)n1,train
SN2_alcohol(thiol),O=Cc1cc(Cl)ccc1O.CSCCl,[H-].[Na+],CSCOc1ccc(Cl)cc1C=O,train
reductive_amination,NCc1ccccc1.O=Cc1nccs1,[H+].[BH3-]C#N.[Na+],c1ccc(CNCc2nccs2)cc1,train
DCC_condensation,O=C(O)Cc1nc(N2CCOCC2)cc(=O)[nH]1.CN(C)c1cccc(N)c1,C(=NC1CCCCC1)=NC1CCCCC1,CN(C)c1cccc(NC(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COC(=O)C1CC(O)CN1c1nc2c(c(Nc3cc(C(C)C)[nH]n3)n1)CCC2.Nc1ccc(F)nc1,,CC(C)c1cc(Nc2nc(N3CC(O)CC3C(=O)Nc3ccc(F)nc3)nc3c2CCC3)n[nH]1,train
DCC_condensation,COc1ccc2c(c1)CC(C(=O)O)CC2.Nc1ccc(Cl)c(C(F)(F)F)c1,C(=NC1CCCCC1)=NC1CCCCC1,COc1ccc2c(c1)CC(C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)CC2,train
reductive_amination,O=C(CCCC1CCNCC1)c1ncc(-c2ccco2)o1.O=Cc1ccccc1,[H+].[BH3-]C#N.[Na+],O=C(CCCC1CCN(Cc2ccccc2)CC1)c1ncc(-c2ccco2)o1,train
nucleophilic_attack_to_iso(thio)cyanate,Cc1cccc(-c2cc(C3CC4CC4N3)no2)c1.CN=C=S,,CNC(=S)N1C(c2cc(-c3cccc(C)c3)on2)CC2CC21,train
nucleophilic_attack_to_iso(thio)cyanate,CC1(C)OB(c2ccc(N)cc2)OC1(C)C.O=C=Nc1cc(C(F)(F)F)ccc1F,,CC1(C)OB(c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)OC1(C)C,train
SN2,CC(C)Oc1ccc(-c2noc(-c3ccc4[nH]ccc4c3)n2)cc1Cl.COC(=O)C1CCC(Br)C1,,COC(=O)C1CCC(n2ccc3cc(-c4nc(-c5ccc(OC(C)C)c(Cl)c5)no4)ccc32)C1,train
SN2,COc1cc2c(=O)[nH]cnc2cc1OCc1ccccc1.CC(C)(C)C(=O)OCCl,,COc1cc2c(=O)n(COC(=O)C(C)(C)C)cnc2cc1OCc1ccccc1,train
DCC_condensation,CCOC(=O)C1(N)C(C)c2ccccc2C1C.O=C(O)c1cccc2c1CCCC2,C(=NC1CCCCC1)=NC1CCCCC1,CCOC(=O)C1(NC(=O)c2cccc3c2CCCC3)C(C)c2ccccc2C1C,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOC(=O)c1nc(C#N)c2c(-c3cccs3)noc2c1O.NCC(=O)O,,N#Cc1nc(C(=O)NCC(=O)O)c(O)c2onc(-c3cccs3)c12,train
SN2,CCOC(=O)C(O[Si](C)(C)C(C)(C)C)c1ccc(-c2ncc(Cl)c(Nc3cc(C4CC4)[nH]n3)n2)s1,[F-],CCOC(=O)C(O)c1ccc(-c2ncc(Cl)c(Nc3cc(C4CC4)[nH]n3)n2)s1,train
DCC_condensation,CN1C(=O)C(F)(F)CN(C2CCCC2)c2nc(Nc3ccc(C(=O)O)cc3C(F)(F)F)ncc21.CN1CCC(N)CC1,C(=NC1CCCCC1)=NC1CCCCC1,CN1CCC(NC(=O)c2ccc(Nc3ncc4c(n3)N(C3CCCC3)CC(F)(F)C(=O)N4C)c(C(F)(F)F)c2)CC1,train
DCC_condensation,COc1nc(C(=O)O)c(-n2c(C)ccc2C)cc1C(F)(F)F.NCC(O)C(F)(F)F,C(=NC1CCCCC1)=NC1CCCCC1,COc1nc(C(=O)NCC(O)C(F)(F)F)c(-n2c(C)ccc2C)cc1C(F)(F)F,train
Boc_deprotection,CC(C)(C)OC(=O)N1CCC(n2cc(-c3ccccc3)c(OCc3ccccc3)n2)C1,[H+],c1ccc(COc2nn(C3CCNC3)cc2-c2ccccc2)cc1,train
DCC_condensation,CC(C)CC(NC(=O)c1cc2ccccc2s1)C(=O)O.CC(C)(C)OC(=O)NCCCCN,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)CC(NC(=O)c1cc2ccccc2s1)C(=O)NCCCCNC(=O)OC(C)(C)C,train
SN2,O=c1ccc2ncc(F)cc2[nH]1.CCOC(CBr)OCC,,CCOC(Cn1c(=O)ccc2ncc(F)cc21)OCC,train
SN2,COc1ccc(C(OC(=O)NC2CN3CCC2CC3)c2ccccc2)cc1.O=C(CCl)c1cccs1,,COc1ccc(C(OC(=O)NC2C[N+]3(CC(=O)c4cccs4)CCC2CC3)c2ccccc2)cc1,train
SN2_alcohol(thiol),Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1CCl.COC(=O)COc1c(C)cc(S)cc1C,[H-].[Na+],COC(=O)COc1c(C)cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)cc1C,train
aldol_condensation,O=C1C=C(c2ccccc2)P(=O)(c2ccccc2)C(c2ccccc2)=C1.N#CCC#N,[OH-],N#CC(C#N)=C1C=C(c2ccccc2)P(=O)(c2ccccc2)C(c2ccccc2)=C1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C)COc1ncc(N2CCOc3cc4c(N)noc4cc32)cc1Cl.CS(=O)(=O)Cl,,CC(C)COc1ncc(N2CCOc3cc4c(NS(C)(=O)=O)noc4cc32)cc1Cl,train
ester_reduction,COC(=O)C1CCC1n1cnc([N+](=O)O)c1,[AlH4-].[AlH4-].[H+],O=[N+](O)c1cn(C2CCC2CO)cn1,train
ester_reduction,COC(=O)c1c(Oc2cccc(NC(=O)c3cccc(C(C)(C)C#N)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,[AlH4-].[AlH4-].[H+],CC(C)(C#N)c1cccc(C(=O)Nc2cccc(Oc3ccc4nc(NC(=O)C5CC5)sc4c3CO)c2)c1,train
Swern_oxidation,OCc1[nH]cnc1-c1ccccc1,O=C(Cl)C(=O)Cl.CS(C)=O.CCN(CC)CC,O=Cc1[nH]cnc1-c1ccccc1,train
O_demethylation,COc1c(C(C)=O)cc2c(c1Br)C(C)(C)CC=C2C(C)C,BrB(Br)Br.O,CC(=O)c1cc2c(c(Br)c1O)C(C)(C)CC=C2C(C)C,train
reductive_amination,CC(C=O)Cc1ccc(C(C)(C)C)cc1.CC1CNCC(C)C1,[H+].[BH3-]C#N.[Na+],CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)CC(C)C1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,COc1cnc(N)c2c1C(=O)N(Cc1ccc(F)cc1)CC2.CS(=O)(=O)Cl,,COc1cnc(NS(C)(=O)=O)c2c1C(=O)N(Cc1ccc(F)cc1)CC2,train
reductive_amination,COc1ccccc1COc1ccc(C=O)cc1.NC12CC3CC(CC(C3)C1)C2,[H+].[BH3-]C#N.[Na+],COc1ccccc1COc1ccc(CNC23CC4CC(CC(C4)C2)C3)cc1,train
SN2,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2.CC(C)(C)OC(=O)CBr,,CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(COc1ccc(CC3SC(=O)N(CC(=O)OC(C)(C)C)C3=O)cc1)O2,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CC(C(=O)Cl)c1ccc2c(c1)CCc1ccccc1C2=O.CN,,CNC(=O)C(C)c1ccc2c(c1)CCc1ccccc1C2=O,train
Swern_oxidation,CCn1cc(CO)c(=O)c2cc(OCc3ccc(OC)cc3)c(OCc3ccc(OC)cc3)c(F)c21,O=C(Cl)C(=O)Cl.CS(C)=O.CCN(CC)CC,CCn1cc(C=O)c(=O)c2cc(OCc3ccc(OC)cc3)c(OCc3ccc(OC)cc3)c(F)c21,train
SNAr(ortho),CCOC(=O)c1nc(Cl)ncc1F.COCCN,,CCOC(=O)c1nc(Cl)ncc1NCCOC,train
SN2_alcohol(thiol),CCCCCCc1cc(-c2nc(-c3ccc(C(C)(C)C)cc3)nc(-c3ccc(C(C)(C)C)cc3)n2)c(O)cc1O.CCCCCCCCI,[H-].[Na+],CCCCCCCCOc1cc(O)c(-c2nc(-c3ccc(C(C)(C)C)cc3)nc(-c3ccc(C(C)(C)C)cc3)n2)cc1CCCCCC,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,Cc1cc(C(=O)Cl)c(C)o1.ONC1CCCCC1,,Cc1cc(C(=O)N(O)C2CCCCC2)c(C)o1,train
SN2_alcohol(thiol),N#Cc1ccc(O)cc1.CCN(CC)CCCl,[H-].[Na+],CCN(CC)CCOc1ccc(C#N)cc1,train
reductive_amination,CCCOc1cc(OC)c(C(N)=O)c2c1C1(C)C(=O)C(C(C)=O)=C(O)C=C1O2.Cc1ccc2ccccc2c1C=O,[H+].[BH3-]C#N.[Na+],CCCOc1cc(OC)c(C(=O)NCc2c(C)ccc3ccccc23)c2c1C1(C)C(=O)C(C(C)=O)=C(O)C=C1O2,train
reductive_amination,COc1cc(C=C2SC(=O)NC2=O)nc(N2CCC(CN)CC2)n1.O=Cc1cccc(-c2ccsc2)n1,[H+].[BH3-]C#N.[Na+],COc1cc(C=C2SC(=O)NC2=O)nc(N2CCC(CNCc3cccc(-c4ccsc4)n3)CC2)n1,train
SN2_alcohol(thiol),CC(C)(C)OC(=O)CBr.N#Cc1cccc(O)c1,[H-].[Na+],CC(C)(C)OC(=O)COc1cccc(C#N)c1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=C(O)Cc1ccc(S(=O)(=O)Cl)cc1.C1CCNC1,,O=C(O)Cc1ccc(S(=O)(=O)N2CCCC2)cc1,train
Boc_deprotection,Cc1cc2c(cc1-c1cc(N3CCN(C)CC3)nc(N)n1)CN(C(=O)OC(C)(C)C)CC2,[H+],Cc1cc2c(cc1-c1cc(N3CCN(C)CC3)nc(N)n1)CNCC2,train
reductive_amination,NCCc1cccc(O)c1.O=Cc1ccccc1,[H+].[BH3-]C#N.[Na+],Oc1cccc(CCNCc2ccccc2)c1,train
reductive_amination,CC(C)(C)OC(=O)n1c(-c2ccc(Cl)c3c2C(=O)NC3)cc2cc(C=O)ccc21.Nc1ccc(CCO)cc1,[H+].[BH3-]C#N.[Na+],CC(C)(C)OC(=O)n1c(-c2ccc(Cl)c3c2C(=O)NC3)cc2cc(CNc3ccc(CCO)cc3)ccc21,train
DCC_condensation,O=C(O)c1ccc(Cl)c(OCC2CC2)n1.CC(C)(N)c1ncon1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(NC(=O)c1ccc(Cl)c(OCC2CC2)n1)c1ncon1,train
SN2,Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O.BrCc1ccccc1,,Cn1c(=O)c2c(nc(Cl)n2Cc2ccccc2)n(C)c1=O,train
nucleophilic_attack_to_iso(thio)cyanate,COc1ccc(N2CCN(c3ccc(N=C=O)cc3)CC2)cc1.CCCNCCO,,CCCN(CCO)C(=O)Nc1ccc(N2CCN(c3ccc(OC)cc3)CC2)cc1,train
DCC_condensation,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)O.N#Cc1ccc2c(c1)CNCC2,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCc2ccc(C#N)cc2C1,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,CCOC(=O)C(N)C(=O)CCC12CC3CC(CC(C3)C1)C2.Cc1ccccc1C(=O)Cl,,CCOC(=O)C(NC(=O)c1ccccc1C)C(=O)CCC12CC3CC(CC(C3)C1)C2,train
SN2_alcohol(thiol),COc1cc(Cl)c([N+](=O)O)cc1O.COc1cccc(F)c1CBr,[H-].[Na+],COc1cc(Cl)c([N+](=O)O)cc1OCc1c(F)cccc1OC,train
DCC_condensation,COc1cc2c(c(N3CCN(C)CC3)c1)OC(C(=O)O)CC2.CS(=O)(=O)N1CCN(c2ccc(N)cc2)CC1,C(=NC1CCCCC1)=NC1CCCCC1,COc1cc2c(c(N3CCN(C)CC3)c1)OC(C(=O)Nc1ccc(N3CCN(S(C)(=O)=O)CC3)cc1)CC2,train
SN2,CC(C)(C)OC(=O)Nc1cc(F)c(F)cc1Br.CI,,CN(C(=O)OC(C)(C)C)c1cc(F)c(F)cc1Br,train
SNAr(para),Cc1nc(Cl)ccc1[N+](=O)O.CC1CCCN1C1CCNC1,,Cc1nc(N2CCC(N3CCCC3C)C2)ccc1[N+](=O)O,train
nucleophilic_attack_to_iso(thio)cyanate,c1ccc(-c2nsc(N3CCNCC3)n2)cc1.Cc1ccc(N=C=O)cc1,,Cc1ccc(NC(=O)N2CCN(c3nc(-c4ccccc4)ns3)CC2)cc1,train
Boc_deprotection,CCOCc1nc2c(N)nc3ccccc3c2n1CC1(O)CCN(C(=O)OC(C)(C)C)CC1,[H+],CCOCc1nc2c(N)nc3ccccc3c2n1CC1(O)CCNCC1,train
Mitsunobu,CC(=CCO)c1ccc(-c2ccc(C(C)C)cc2)cc1.CCOC(=O)C(Cc1ccc(O)cc1)OCC,c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC,CCOC(=O)C(Cc1ccc(OCC=C(C)c2ccc(-c3ccc(C(C)C)cc3)cc2)cc1)OCC,train
O_demethylation,COc1cccc2c1[nH]c1ncc(C)cc12,BrB(Br)Br.O,Cc1cnc2[nH]c3c(O)cccc3c2c1,train
DCC_condensation,Cc1c(C(=O)O)sc2ncnc(Nc3ccc(F)cc3OC3CCCOC3)c12.CN1CCC(N)CC1,C(=NC1CCCCC1)=NC1CCCCC1,Cc1c(C(=O)NC2CCN(C)CC2)sc2ncnc(Nc3ccc(F)cc3OC3CCCOC3)c12,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,O=C(Cl)c1ccc(Cl)c(Cl)c1.Nc1ccc(O)cc1,,O=C(Nc1ccc(O)cc1)c1ccc(Cl)c(Cl)c1,train
DCC_condensation,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc3[nH]c(C(=O)O)c(-c4ccccc4)c3c2)cc1.NC1CCOCC1,C(=NC1CCCCC1)=NC1CCCCC1,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc3[nH]c(C(=O)NC4CCOCC4)c(-c4ccccc4)c3c2)cc1,train
Swern_oxidation,OCc1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1C(F)(F)F,O=C(Cl)C(=O)Cl.CS(C)=O.CCN(CC)CC,O=Cc1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1C(F)(F)F,train
nucleophilic_attack_to_(thio)carbonyl_or_sulfonyl,NCCC1(O)CCc2ccccc2C12CCCC2.O=C(Cl)OCC(Cl)(Cl)Cl,,O=C(NCCC1(O)CCc2ccccc2C12CCCC2)OCC(Cl)(Cl)Cl,train
